STATE_NAME	STATE_NAME_DIR	fips	scenario_type	scenario_hash	batch_num	output_path
Georgia	Georgia	13121	baseline	0771e73b6d3d14a032b5e514dd47567d7df6c4f88ff71bf6e53a6ff096b196f3	019c9b05-ec70-73a2-805d-2d850749911e	../US_Vax_Compare/input_files/Georgia_0771e73b6d3d14a032b5e514dd47567d7df6c4f88ff71bf6e53a6ff096b196f3.json
Georgia	Georgia	13121	vax	4d3baabaa7e96c36fb00b88946f230322960988e66f9d8ed75e866e3430c3cdf	019c9b05-ec77-73c2-800c-9b33ea400d21	../US_Vax_Compare/input_files/Georgia_4d3baabaa7e96c36fb00b88946f230322960988e66f9d8ed75e866e3430c3cdf.json
Hawaii	Hawaii	15003	baseline	d67baf0d0612672816da58b5e94d58a1a585f24778f17fc211f5e2d8a6bf58ee	019c9b05-ec81-730a-8077-e6c457b53851	../US_Vax_Compare/input_files/Hawaii_d67baf0d0612672816da58b5e94d58a1a585f24778f17fc211f5e2d8a6bf58ee.json
Hawaii	Hawaii	15003	vax	2e89f2e60aecdc780e65ec6623d6177ce3e10c635db94c2a6783c9d15f93f948	019c9b05-ec88-73e4-8093-f1917743438b	../US_Vax_Compare/input_files/Hawaii_2e89f2e60aecdc780e65ec6623d6177ce3e10c635db94c2a6783c9d15f93f948.json
Idaho	Idaho	16001	baseline	5a74fad447c26bebd5403fba4072c2f806018a71d6738a611164ed003c0b8e03	019c9b05-ec8e-7178-8089-4266dfe601a7	../US_Vax_Compare/input_files/Idaho_5a74fad447c26bebd5403fba4072c2f806018a71d6738a611164ed003c0b8e03.json
Idaho	Idaho	16001	vax	b3ec7982f3e0093c3177eaf25e6feed69c431b82bdf9694caa0c22c4f0cd39ef	019c9b05-ec94-7384-8004-e8343484c2e3	../US_Vax_Compare/input_files/Idaho_b3ec7982f3e0093c3177eaf25e6feed69c431b82bdf9694caa0c22c4f0cd39ef.json
Illinois	Illinois	17031	baseline	d5624a40817819f2dd3c7e07d52f1c4f2c21d7de26b3f2d66423bd50314c367b	019c9b05-ec9a-71c0-804b-29f5c4934445	../US_Vax_Compare/input_files/Illinois_d5624a40817819f2dd3c7e07d52f1c4f2c21d7de26b3f2d66423bd50314c367b.json
Illinois	Illinois	17031	vax	5e6a711e0082c49cc017f702bcf48ab472573bfb62b7fcfc1c1ca4921ebcdae6	019c9b05-eca1-724b-8046-0eb0cb5fca86	../US_Vax_Compare/input_files/Illinois_5e6a711e0082c49cc017f702bcf48ab472573bfb62b7fcfc1c1ca4921ebcdae6.json
Indiana	Indiana	18097	baseline	e456d3ca8c2166b467439a3a1b1b20755372716c014a602b272f4eb909c3723c	019c9b05-eca6-73d0-803c-74363cfac6ef	../US_Vax_Compare/input_files/Indiana_e456d3ca8c2166b467439a3a1b1b20755372716c014a602b272f4eb909c3723c.json
Indiana	Indiana	18097	vax	bdbeaaaf85d246ea002f456aac6153b45ddf6fec350bee6fdb523f8b40b29875	019c9b05-ecad-71b7-802e-a5c04b0895cd	../US_Vax_Compare/input_files/Indiana_bdbeaaaf85d246ea002f456aac6153b45ddf6fec350bee6fdb523f8b40b29875.json
Iowa	Iowa	19153	baseline	854383f7b8d1e7c3404a8658e2a5a56b468bc3c0445fc5c08ac74901b4325253	019c9b05-ecb2-721c-807d-48af88fc4708	../US_Vax_Compare/input_files/Iowa_854383f7b8d1e7c3404a8658e2a5a56b468bc3c0445fc5c08ac74901b4325253.json
Iowa	Iowa	19153	vax	17c2926f0bbcff36f27003e6e482f9aff349e2039bc7629771666414ad6493b0	019c9b05-ecb9-7037-805c-00a30ab33a3e	../US_Vax_Compare/input_files/Iowa_17c2926f0bbcff36f27003e6e482f9aff349e2039bc7629771666414ad6493b0.json
Kansas	Kansas	20091	baseline	86f878910a85f8e8be3da9fcad7aff07096069db638e6160c7e73ab080198186	019c9b05-ecbe-70c1-80ac-dc7e545bf3b1	../US_Vax_Compare/input_files/Kansas_86f878910a85f8e8be3da9fcad7aff07096069db638e6160c7e73ab080198186.json
